x	y	target
0.1	0.1	0.601
0.159183673469	0.1	0.365799250312
0.218367346939	0.1	0.131299042066
0.277551020408	0.1	-0.10250062474
0.336734693878	0.1	-0.335599750104
0.395918367347	0.1	-0.567998334027
0.455102040816	0.1	-0.79969637651
0.514285714286	0.1	-1.03069387755
0.573469387755	0.1	-1.26099083715
0.632653061224	0.1	-1.49058725531
0.691836734694	0.1	-1.71948313203
0.751020408163	0.1	-1.94767846731
0.810204081633	0.1	-2.17517326114
0.869387755102	0.1	-2.40196751354
0.928571428571	0.1	-2.62806122449
0.987755102041	0.1	-2.853454394
1.04693877551	0.1	-3.07814702207
1.10612244898	0.1	-3.3021391087
1.16530612245	0.1	-3.52543065389
1.22448979592	0.1	-3.74802165764
1.28367346939	0.1	-3.96991211995
1.34285714286	0.1	-4.19110204082
1.40204081633	0.1	-4.41159142024
1.4612244898	0.1	-4.63138025823
1.52040816327	0.1	-4.85046855477
1.57959183673	0.1	-5.06885630987
1.6387755102	0.1	-5.28654352353
1.69795918367	0.1	-5.50353019575
1.75714285714	0.1	-5.71981632653
1.81632653061	0.1	-5.93540191587
1.87551020408	0.1	-6.15028696377
1.93469387755	0.1	-6.36447147022
1.99387755102	0.1	-6.57795543524
2.05306122449	0.1	-6.79073885881
2.11224489796	0.1	-7.00282174094
2.17142857143	0.1	-7.21420408163
2.2306122449	0.1	-7.42488588088
2.28979591837	0.1	-7.63486713869
2.34897959184	0.1	-7.84414785506
2.40816326531	0.1	-8.05272802999
2.46734693878	0.1	-8.26060766347
2.52653061224	0.1	-8.46778675552
2.58571428571	0.1	-8.67426530612
2.64489795918	0.1	-8.88004331529
2.70408163265	0.1	-9.08512078301
2.76326530612	0.1	-9.28949770929
2.82244897959	0.1	-9.49317409413
2.88163265306	0.1	-9.69614993753
2.94081632653	0.1	-9.89842523948
3	0.1	-10.1
0.1	0.159183673469	0.601591836735
0.159183673469	0.159183673469	0.367298931568
0.218367346939	0.159183673469	0.134121174001
0.277551020408	0.159183673469	-0.0979414359663
0.336734693878	0.159183673469	-0.328888898333
0.395918367347	0.159183673469	-0.5587212131
0.455102040816	0.159183673469	-0.787438380267
0.514285714286	0.159183673469	-1.01504039983
0.573469387755	0.159183673469	-1.2415272718
0.632653061224	0.159183673469	-1.46689899617
0.691836734694	0.159183673469	-1.69115557293
0.751020408163	0.159183673469	-1.9142970021
0.810204081633	0.159183673469	-2.13632328367
0.869387755102	0.159183673469	-2.35723441763
0.928571428571	0.159183673469	-2.577030404
0.987755102041	0.159183673469	-2.79571124276
1.04693877551	0.159183673469	-3.01327693393
1.10612244898	0.159183673469	-3.2297274775
1.16530612245	0.159183673469	-3.44506287346
1.22448979592	0.159183673469	-3.65928312183
1.28367346939	0.159183673469	-3.87238822259
1.34285714286	0.159183673469	-4.08437817576
1.40204081633	0.159183673469	-4.29525298133
1.4612244898	0.159183673469	-4.50501263929
1.52040816327	0.159183673469	-4.71365714966
1.57959183673	0.159183673469	-4.92118651242
1.6387755102	0.159183673469	-5.12760072759
1.69795918367	0.159183673469	-5.33289979515
1.75714285714	0.159183673469	-5.53708371512
1.81632653061	0.159183673469	-5.74015248748
1.87551020408	0.159183673469	-5.94210611225
1.93469387755	0.159183673469	-6.14294458941
1.99387755102	0.159183673469	-6.34266791898
2.05306122449	0.159183673469	-6.54127610094
2.11224489796	0.159183673469	-6.73876913531
2.17142857143	0.159183673469	-6.93514702207
2.2306122449	0.159183673469	-7.13040976124
2.28979591837	0.159183673469	-7.3245573528
2.34897959184	0.159183673469	-7.51758979677
2.40816326531	0.159183673469	-7.70950709313
2.46734693878	0.159183673469	-7.9003092419
2.52653061224	0.159183673469	-8.08999624306
2.58571428571	0.159183673469	-8.27856809663
2.64489795918	0.159183673469	-8.46602480259
2.70408163265	0.159183673469	-8.65236636096
2.76326530612	0.159183673469	-8.83759277172
2.82244897959	0.159183673469	-9.02170403488
2.88163265306	0.159183673469	-9.20470015045
2.94081632653	0.159183673469	-9.38658111841
3	0.159183673469	-9.56734693878
0.1	0.218367346939	0.602183673469
0.159183673469	0.218367346939	0.368798612823
0.218367346939	0.218367346939	0.136943305935
0.277551020408	0.218367346939	-0.0933822471929
0.336734693878	0.218367346939	-0.322178046562
0.395918367347	0.218367346939	-0.549444092172
0.455102040816	0.218367346939	-0.775180384024
0.514285714286	0.218367346939	-0.999386922116
0.573469387755	0.218367346939	-1.22206370645
0.632653061224	0.218367346939	-1.44321073702
0.691836734694	0.218367346939	-1.66282801384
0.751020408163	0.218367346939	-1.88091553689
0.810204081633	0.218367346939	-2.09747330619
0.869387755102	0.218367346939	-2.31250132173
0.928571428571	0.218367346939	-2.52599958351
0.987755102041	0.218367346939	-2.73796809153
1.04693877551	0.218367346939	-2.94840684579
1.10612244898	0.218367346939	-3.15731584629
1.16530612245	0.218367346939	-3.36469509303
1.22448979592	0.218367346939	-3.57054458601
1.28367346939	0.218367346939	-3.77486432524
1.34285714286	0.218367346939	-3.9776543107
1.40204081633	0.218367346939	-4.17891454241
1.4612244898	0.218367346939	-4.37864502036
1.52040816327	0.218367346939	-4.57684574455
1.57959183673	0.218367346939	-4.77351671497
1.6387755102	0.218367346939	-4.96865793164
1.69795918367	0.218367346939	-5.16226939455
1.75714285714	0.218367346939	-5.35435110371
1.81632653061	0.218367346939	-5.5449030591
1.87551020408	0.218367346939	-5.73392526073
1.93469387755	0.218367346939	-5.92141770861
1.99387755102	0.218367346939	-6.10738040272
2.05306122449	0.218367346939	-6.29181334308
2.11224489796	0.218367346939	-6.47471652968
2.17142857143	0.218367346939	-6.65608996252
2.2306122449	0.218367346939	-6.83593364159
2.28979591837	0.218367346939	-7.01424756692
2.34897959184	0.218367346939	-7.19103173848
2.40816326531	0.218367346939	-7.36628615628
2.46734693878	0.218367346939	-7.54001082032
2.52653061224	0.218367346939	-7.71220573061
2.58571428571	0.218367346939	-7.88287088713
2.64489795918	0.218367346939	-8.0520062899
2.70408163265	0.218367346939	-8.2196119389
2.76326530612	0.218367346939	-8.38568783415
2.82244897959	0.218367346939	-8.55023397564
2.88163265306	0.218367346939	-8.71325036337
2.94081632653	0.218367346939	-8.87473699734
3	0.218367346939	-9.03469387755
0.1	0.277551020408	0.602775510204
0.159183673469	0.277551020408	0.370298294078
0.218367346939	0.277551020408	0.13976543787
0.277551020408	0.277551020408	-0.0888230584195
0.336734693878	0.277551020408	-0.315467194791
0.395918367347	0.277551020408	-0.540166971245
0.455102040816	0.277551020408	-0.762922387781
0.514285714286	0.277551020408	-0.983733444398
0.573469387755	0.277551020408	-1.2026001411
0.632653061224	0.277551020408	-1.41952247788
0.691836734694	0.277551020408	-1.63450045474
0.751020408163	0.277551020408	-1.84753407169
0.810204081633	0.277551020408	-2.05862332872
0.869387755102	0.277551020408	-2.26776822582
0.928571428571	0.277551020408	-2.47496876302
0.987755102041	0.277551020408	-2.68022494029
1.04693877551	0.277551020408	-2.88353675764
1.10612244898	0.277551020408	-3.08490421508
1.16530612245	0.277551020408	-3.2843273126
1.22448979592	0.277551020408	-3.4818060502
1.28367346939	0.277551020408	-3.67734042788
1.34285714286	0.277551020408	-3.87093044565
1.40204081633	0.277551020408	-4.06257610349
1.4612244898	0.277551020408	-4.25227740142
1.52040816327	0.277551020408	-4.44003433943
1.57959183673	0.277551020408	-4.62584691753
1.6387755102	0.277551020408	-4.8097151357
1.69795918367	0.277551020408	-4.99163899396
1.75714285714	0.277551020408	-5.17161849229
1.81632653061	0.277551020408	-5.34965363072
1.87551020408	0.277551020408	-5.52574440922
1.93469387755	0.277551020408	-5.6998908278
1.99387755102	0.277551020408	-5.87209288647
2.05306122449	0.277551020408	-6.04235058522
2.11224489796	0.277551020408	-6.21066392405
2.17142857143	0.277551020408	-6.37703290296
2.2306122449	0.277551020408	-6.54145752195
2.28979591837	0.277551020408	-6.70393778103
2.34897959184	0.277551020408	-6.86447368018
2.40816326531	0.277551020408	-7.02306521942
2.46734693878	0.277551020408	-7.17971239875
2.52653061224	0.277551020408	-7.33441521815
2.58571428571	0.277551020408	-7.48717367763
2.64489795918	0.277551020408	-7.6379877772
2.70408163265	0.277551020408	-7.78685751685
2.76326530612	0.277551020408	-7.93378289658
2.82244897959	0.277551020408	-8.0787639164
2.88163265306	0.277551020408	-8.22180057629
2.94081632653	0.277551020408	-8.36289287627
3	0.277551020408	-8.50204081633
0.1	0.336734693878	0.603367346939
0.159183673469	0.336734693878	0.371797975333
0.218367346939	0.336734693878	0.142587569805
0.277551020408	0.336734693878	-0.0842638696462
0.336734693878	0.336734693878	-0.30875634302
0.395918367347	0.336734693878	-0.530889850317
0.455102040816	0.336734693878	-0.750664391538
0.514285714286	0.336734693878	-0.968079966681
0.573469387755	0.336734693878	-1.18313657575
0.632653061224	0.336734693878	-1.39583421874
0.691836734694	0.336734693878	-1.60617289565
0.751020408163	0.336734693878	-1.81415260648
0.810204081633	0.336734693878	-2.01977335124
0.869387755102	0.336734693878	-2.22303512992
0.928571428571	0.336734693878	-2.42393794252
0.987755102041	0.336734693878	-2.62248178905
1.04693877551	0.336734693878	-2.8186666695
1.10612244898	0.336734693878	-3.01249258387
1.16530612245	0.336734693878	-3.20395953217
