x,y,label
0.3573007050358039,0.2166979323670089,3.20593379532575
0.6778940845683791,0.211521958418988,3.33646749298922
1.0115408338673,0.203074783826809,1.95247191357779
1.20678802522508,0.1919831395313469,0.0841566128058338
1.21520368650566,0.1798731809726939,-0.132307860482127
1.20197290045745,0.167787298037878,-0.104007184982229
1.19157218195923,0.155819572625795,-0.109386762787166
1.18063350568051,0.143958544187596,-0.110568542152735
1.16957665146524,0.132207493401867,-0.112253106339182
1.1583513408313202,0.120567853440384,-0.113984153141216
1.1469529255172,0.1090413321086419,-0.115802713141061
1.13537265420309,0.0976297042100403,-0.117714228190518
1.12360123138404,0.0863348347821047,-0.11972680104232
1.11162855127981,0.0751586858687854,-0.12184947095191
1.0994436041846198,0.0641033250914633,-0.12409241720236
1.08703436246438,0.0531709352582183,-0.126467144931848
1.0743876479712,0.0423638252060404,-0.12898670845202
1.06148897712599,0.0316844420805545,-0.1316659808598319
1.04832237904001,0.0211353852997244,-0.134521981374017
1.03487018090261,0.0107194225000113,-0.137574275119739
1.02111275339064,0.0004395078285451,-0.140845464459823
1.00702820694465,-0.0097011969731313,-0.144361796834745
0.9925920272611792,-0.0196992981441605,-0.14815392199988
0.9777766350611908,-0.0295511414557724,-0.1522578423580319
0.962550850825388,-0.0392527788852053,-0.156716114964156
0.946879239328972,-0.0487999293359771,-0.161579384460089
0.930721300882964,-0.0581879320370367,-0.166908355238653
0.914030465359098,-0.0674116908682471,-0.172776352360046
0.8967528301230941,-0.076465607345658,-0.1792726799247999
0.878825562130614,-0.0853434993069266,-0.186507071584922
0.860174854972122,-0.0940385013924402,-0.194615654347609
0.840713289537361,-0.102542942114988,-0.203769035312486
0.8203363860061121,-0.110848190492705,-0.214183405747457
0.798918045431367,-0.1189444626498919,-0.226135993272077
0.776304446104159,-0.12682057510757,-0.2399868714492039
0.7523057589592379,-0.1344636261328869,-0.25621020707204
0.7266847382520341,-0.141858578618943,-0.275439741379381
0.699140764114096,-0.148987706130774,-0.298536090976104
0.669287155016486,-0.155829845726427,-0.326688049462288
0.6366183500702571,-0.162359373251861,-0.3615677194953461
0.600461578120722,-0.168544772892816,-0.4055720950809879
0.559904368612624,-0.174346602626482,-0.4622049487363779
0.513683873738986,-0.1797145438382399,-0.536686993214005
0.460015174417585,-0.184583039079023,-0.6369319195251129
0.396321982465074,-0.188864724863436,-0.775076424428408
0.318814340022233,-0.192440406475873,-0.96970664183809
0.2218436758384239,-0.195143696555176,-1.2483512175285
0.0970085540855737,-0.196737957704796,-1.64706077835427
-0.0676975237498538,-0.196884512856475,-2.19346935877717
-0.287044459627571,-0.195110802939588,-2.8290865915305097
-0.569953118780622,-0.190825815047547,-3.1909441842985697
-0.8890475372104789,-0.183530811767591,-2.45643962839709
-1.13469150005019,-0.1734121165812879,-0.64661467601849
-1.19935296765204,-0.161741894242777,0.135425589162149
-1.18581040873582,-0.149816077360838,0.1072143604171139
-1.17508897269411,-0.138011580453688,0.111597342091145
-1.163929238485,-0.126316489397792,0.1131087710849619
-1.1526183613765,-0.114733751398485,0.11489134568847
-1.1411292268076498,-0.103265013457564,0.11675574920385
-1.12945365188727,-0.0919120990640895,0.1187172231475319
-1.11758192957251,-0.0806769211567906,0.12078418774272
-1.10550351079824,-0.0695614939549368,0.122966235703422
-1.0932068872279,-0.0585679419648061,0.125274190317106
-1.08067946819619,-0.0476985101876856,0.127720308333769
-1.06790743736281,-0.0369555756598906,0.130318525372166
-1.0548755848256,-0.0263416605489486,0.133084753062078
-1.04156710951939,-0.0158594470772237,0.136037240875388
-1.02796338543185,-0.0055117946024674,0.139197019419419
-1.01404368348991,0.0046982407421413,0.142588447034182
-0.999784838786489,0.0147673833535233,0.146239888355436
-0.985160849950946,0.0246921117972105,0.150184562765547
-0.970142393674391,0.0344686280153372,0.154461613340833
-0.954696232340307,0.0440928211454106,0.159117464452258
-0.938784485895082,0.0535602247365876,0.164207560692244
-0.922363729825857,0.0628659658151923,0.1697986144126509
-0.905383868384592,0.0720047038062445,0.175971538568104
-0.887786714527782,0.0809705567208064,0.182825312913086
-0.869504183236473,0.0897570112096277,0.1904821359100239
-0.850455969645471,0.0983568119740374,0.1990943691473639
-0.8305465327307341,0.106761824485918,0.208854012809874
-0.809661131449747,0.114962862806821,0.22000580335281
-0.7876605511144659,0.1229494712196419,0.232865568840667
-0.764373994230399,0.130709643946366,0.247846330186109
-0.7395893612117891,0.138229460723577,0.265495992780605
-0.713039761933728,0.145492606339305,0.286552662231649
-0.6843844957105629,0.152479727627526,0.312027201552554
-0.653181775555308,0.1591675589838559,0.3433285844350779
-0.6188489171118,0.165527712447191,0.3824575146756749
-0.580603165644233,0.171524972860971,0.4323103365119329
-0.537372131993039,0.177114849349158,0.497162420643087
-0.4876558899287311,0.182239989458766,0.583442268383913
-0.429311663090339,0.186824827223862,0.7009620299441761
-0.359215460095922,0.190767462839793,0.8647952118965179
-0.27273593890627,0.193927219834804,1.09777718019804
-0.162958220886466,0.1961056906337679,1.4322875626016998
-0.019729464626296,0.197019129061332,1.9044520076227096
0.170715736135975,0.196264197703783,2.5151100443193
0.422226740567905,0.193299485320264,3.08950848942823
0.7311775895107271,0.187532463669871,3.00957443208735
1.03213503271946,0.17871590055872,1.56248823560056
0.677280004283046,0.7360147137408308,8.58216750333061
1.53549675461611,0.724950829946335,0.300104453476725
1.56550719996378,0.709445810173436,-0.476401476458219
1.51786705231796,0.694028938912027,0.34303006722492
1.55217005904045,0.678678753355235,-0.50443763074513
1.50172629596594,0.663409271580203,0.350960657840062
1.53682236174994,0.648216528291624,-0.4941013686194529
1.487412224888,0.633095355358434,0.319849110527608
1.51939713594076,0.61806130855429,-0.446833413731262
1.47471379456763,0.6030907539017479,0.256022819700853
1.50031607653772,0.588215604546222,-0.3739035868482709
1.4629257178528898,0.5733993955742691,0.174136689910346
1.48033938684392,0.5586830700507839,-0.292113644286783
1.45112802241525,0.544025733004489,0.0915322783961325
1.4602812502548603,0.529468686641138,-0.2174919181307219
1.43853205844179,0.514974620097655,0.0219812792694551
1.44073018636873,0.5005783088736021,-0.160211780219993
1.42470900834673,0.486251112900025,-0.0280198504710411
1.42190702329963,0.4720180327417929,-0.1229278108591819
1.40961424221371,0.457860426414227,-0.0590844426126769
1.40370579795244,0.4437938262133959,-0.102535148669263
1.39345228308552,0.429808035808206,-0.0760093940720097
1.38585134367832,0.415911517674387,-0.0935264886121667
1.3764986948171,0.40209976748191,-0.084403519581634
1.36805834285894,0.38837698229353,-0.0908210296985229
1.35897623988908,0.374741809379789,-0.08859322326982
1.3501169175621,0.361196343592534,-0.0910278459834546
1.3410141329637602,0.347740688339904,-0.0911162298022628
1.33190250998353,0.334376105125168,-0.0923889107942988
1.3226636189041,0.32110327448073,-0.0931531365175936
1.31334830525234,0.307923214859947,-0.0941840914955783
1.30392989610278,0.294836823853172,-0.0951483273254272
1.29441506337024,0.281845099055807,-0.0961849448790869
1.28479656888233,0.2689490408945439,-0.0972428710665524
1.27507228177568,0.256149696641254,-0.0983434415666479
1.2652379376190102,0.24344814554428,-0.0994824226402399
1.25528969535499,0.23084550737941,-0.1006643526071819
1.24522326009427,0.2183429426021639,-0.101891331548529
1.23503412693942,0.205941655666996,-0.103166463860561
1.22471748055336,0.193642897629532,-0.104492925433329
1.21426818801003,0.1814479692867149,-0.105874244495154
1.20368076356051,0.169358224528862,-0.107314280582559
1.19294933550226,0.157375074033548,-0.108817279988735
1.1820676075033798,0.1454999893185199,-0.110387923153321
1.17102881518805,0.133734507205063,-0.1120313827183659
1.15982567691621,0.122080234744542,-0.113753390574474
1.14845033785877,0.110538854670667,-0.11556031624813
1.13689430623395,0.0991121314502032,-0.117459258821353
1.12514838035182,0.0878019180172744,-0.119458155181303
1.1132025648336898,0.0766101632913468,-0.121565908058416
1.10104597402784,0.0655389205970392,-0.123792538166585
1.08866672021119,0.054590357125844,-0.126149365854542
1.07605178362573,0.0437667646066594,-0.128649229092164
1.06318686071652,0.0330705713849482,-0.131306746453958
1.05005618607112,0.02250435615101,-0.134138636168038
1.03664232245432,0.0120708636083828,-0.1371641054705719
1.02292591190726,0.0017730224365749,-0.1404053287188859
1.00888537903537,-0.0083860340181382,-0.143888038357623
0.994496575199608,-0.0184029437893131,-0.147642260449207
0.9797323491546872,-0.0282740884110846,-0.1517032368552819
0.964562025469159,-0.0379955602842038,-0.156112590419281
0.948950766427231,-0.0475631242436858,-0.160919809300233
0.932858785497208,-0.056972172003308,-0.166184154374319
0.916240370059776,-0.0662176677810929,-0.171977132977723
0.899042656762004,-0.0752940829152018,-0.1783857386808769
0.8812040828939159,-0.0841953166134814,-0.185516738615322
0.862652409032384,-0.0929145990731129,-0.1935024100483769
0.843302168027546,-0.101444371958413,-0.2025083066891869
0.823051337358627,-0.109776139485343,-0.21274390483331
0.8017769468752959,-0.117900280906513,-0.224477391840224
0.779329207691274,-0.1258058116793459,-0.2380564994495919
0.755523557746315,-0.133480075506534,-0.253938292650421
0.7301297284812729,-0.140908341937672,-0.272732437044984
0.7028564847767739,-0.148073273003962,-0.295265083751868
0.673329976401587,-0.154954205309854,-0.322674813487808
0.641062495052807,-0.161526167667126,-0.3565592351624039
0.6054065715365661,-0.167758513000073,-0.399202795303751
0.565486292006191,-0.173612977317786,-0.453936251975506
0.520092666808641,-0.179040872111861,-0.525710447462802
0.467521622062361,-0.183978943556216,-0.622014776825282
0.405320144379832,-0.188343152388427,-0.754323657974203
0.329887778582412,-0.192019192003238,-0.9402338238549072
0.235864396196921,-0.1948479528771339,-1.2060035789424
0.115264038302681,-0.196603595049632,-1.58692707212127
-0.0434286689094458,-0.196962771896599,-2.11411691996458
-0.254840360905903,-0.195471426747522,-2.74901462751023
-0.529741823656926,-0.191548515824708,-3.18575943457026
-0.848317767113952,-0.184658217870853,-2.6393548300116803
-1.11225325011512,-0.1748553627847079,-0.869475772551727
-1.19920082737029,-0.163298092397281,0.118182561346423
-1.1873825712356498,-0.151365175404251,0.1086190661073009
-1.17652066462492,-0.139545659224948,0.1112776343122359
-1.1653929011937,-0.127836091395855,0.11288751725032
-1.15410414946866,-0.116238606142543,0.114654753996574
-1.14263867406901,-0.104754892024855,0.11650714261196
-1.13098795980781,-0.093386758855471,0.118455503616009
-1.11914240944621,-0.0821361070092009,0.120508184247583
-1.10709159102145,-0.0710049370068625,0.122674630650859
-1.09482412795637,-0.0599953584119735,0.1249654949305809
-1.08232757846331,-0.0491095998798751,0.127392833864941
0.0100185705081634,0.3559143141937729,3.592535025026589
0.369272073010822,0.354017860976178,4.60323675925091
0.829595748935913,0.348023521866444,4.34238124454113
1.26383387339003,0.3375563737548139,0.859371351559978
1.3497710085460202,0.324488349345134,-0.452957150007166
1.30447529354531,0.311217117834677,0.0611956965276272
1.3105948631980702,0.29814176705096,-0.15378253580238
1.29521660961783,0.285112709686881,-0.0742753261595336
1.2877890770018798,0.2721976812537819,-0.104293982681369
1.27735967873374,0.2593719374751039,-0.0957518437490129
1.26778449435884,0.246646216609641,-0.0998612634807045
1.25779836801077,0.234018302297793,-0.1001836797971439
1.2477800000310602,0.221490410457584,-0.101619964333998
1.2376180035976598,0.209063420439441,-0.1028305183252809
1.22733495176513,0.196738655662627,-0.104154720179488
1.2169194797471798,0.184517383505065,-0.105519778087366
1.20636750193844,0.172400948596637,-0.106944937026557
1.19567300823579,0.1603907460457659,-0.1084315682656
1.18482985140923,0.1484882317475409,-0.1099846684925549
1.17383138455997,0.136694925567695,-0.111609223413511
1.16267046221862,0.125012416333802,-0.113310822901306
1.15133937992849,0.113442367123066,-0.1150956668650069
1.13982981324199,0.101986521157214,-0.116970660681952
1.12813274717379,0.0906467083551351,-0.118943518450972
1.1162383953286998,0.0794248526426226,-0.121022885697079
1.10413610675899,0.0683229801321842,-0.123218484962113
1.09181425826278,0.0573432283070754,-0.125541289422523
1.07926012932052,0.0464878563691589,-0.128003730964343
1.06645975622409,0.0357592569414358,-0.130619950866309
1.05339776113746,0.025159969354628,-0.133406103488547
