dxdt,x,y
1.078601000333874183e+01,4.190929418417172592e+00,9.323842489025633284e+00
1.047479835927053671e+01,5.269530418751046774e+00,1.133305931747747408e+01
9.805262455154149848e+00,6.285889090271280288e+00,1.052390533515561977e+01
8.976841202370632544e+00,7.230582909781878342e+00,1.152648267695697548e+01
7.779477004210129110e+00,8.081257330745406975e+00,1.318798856124459462e+01
8.583909936847945232e+00,8.786478310623904164e+00,1.388548521402885072e+01
8.277107419095870000e+00,9.798039318114996732e+00,1.359203925137025948e+01
6.419001882888743182e+00,1.044189979444307959e+01,1.446699060765715039e+01
7.281485342764398183e+00,1.108183969469274466e+01,1.595888252592167689e+01
5.727713938671300298e+00,1.189819686299595780e+01,1.560604451982683472e+01
4.354397356466584768e+00,1.222738248242700543e+01,1.679130278114921637e+01
3.702986385177084117e+00,1.276907633428927547e+01,1.801155565503123057e+01
2.611099316959169414e+00,1.296797975946242332e+01,1.742969627502273156e+01
3.232609511861426199e+00,1.329129619768110793e+01,1.945332457688904526e+01
4.188088691963670840e+00,1.361450166183470856e+01,2.000640902846446423e+01
4.877533338494231430e+00,1.412891393607383961e+01,1.969358703957216150e+01
2.583181641458779154e+00,1.459000832953355875e+01,2.125297975307547205e+01
1.064512003091635961e+00,1.464555026436559437e+01,2.157525787940298301e+01
2.360056037931556716e+00,1.480291073015188097e+01,2.393767202221386725e+01
2.387564882598582017e+00,1.511756147195190714e+01,2.415681372793151027e+01
1.579315829982391506e+00,1.528042370667159666e+01,2.514763362671038749e+01
1.366909207253399927e+00,1.543342463794838615e+01,2.437985090425827295e+01
1.940418319243732981e+00,1.555380554812227878e+01,2.451121891696080013e+01
1.935885588556516268e-01,1.582150830179713097e+01,2.632466933878420079e+01
8.456263193383222188e-01,1.559252325989340804e+01,2.725480107377765293e+01
2.653826211142089164e+00,1.599063356566479577e+01,2.602647699032489115e+01
1.943422246865367242e-01,1.612328850212182019e+01,2.842832264382824903e+01
-8.507391171989411305e-01,1.602950201060210489e+01,2.927416212199243972e+01
5.429674714375778422e-01,1.595314067868203267e+01,2.860951899822946842e+01
4.981906928424564285e-01,1.613809550488961975e+01,3.049227994920872931e+01
-4.678624224060996539e-01,1.605277881725052680e+01,3.134810302537630378e+01
-4.654157191162084928e-01,1.604452302040839839e+01,3.191746698204448407e+01
-2.789238997010983212e-01,1.595969567342728368e+01,3.248209592748636965e+01
3.750239356730276086e-01,1.598873824046817838e+01,3.237751396702635276e+01
-3.144462327176711369e-02,1.603470046056188991e+01,3.358268923749882617e+01
-3.527201478392214540e-01,1.598244931581382566e+01,3.325390842006364522e+01
-1.768897611102033807e-01,1.596415643099404313e+01,3.429445915946327261e+01
4.812161585170429134e-01,1.594707136359178534e+01,3.430500994662654790e+01
-1.286234161814547861e-01,1.606039966269745278e+01,3.497062561281126136e+01
-1.622115309529903016e+00,1.592134668035549616e+01,3.560688292195399640e+01
-2.164372779723464646e-01,1.573597660079147609e+01,3.536896990986754474e+01
1.342834984819987199e+00,1.587805922476102971e+01,3.628228482950656542e+01
-1.082784864249859424e+00,1.600454359775547530e+01,3.711271524315089465e+01
-1.988073009644253375e+00,1.566150225191105783e+01,3.750501270987838609e+01
-4.290105599261266889e-01,1.560692899582662641e+01,3.979818231502339643e+01
-7.401705320126410470e-01,1.557570013992583391e+01,3.934455402304621430e+01
6.481841636657748040e-02,1.545889488942409784e+01,4.027747960161602236e+01
-1.800569010624712973e-01,1.558866382319914834e+01,3.937417027954123228e+01
-7.415003068881986792e-01,1.542288350921160145e+01,3.969772719771518155e+01
-1.703165440092959670e-01,1.544036376182150683e+01,4.104807154732839081e+01
-1.049431530096612164e+00,1.538882020040974119e+01,4.145095682737005660e+01
-1.795693704168570548e+00,1.523047745580218226e+01,4.179120914749783822e+01
-1.262596253700735360e+00,1.502968145957602708e+01,4.266535016932817825e+01
-7.615219510493886901e-02,1.497795820506203590e+01,4.253589014231863530e+01
2.294335682652501873e-01,1.501445102055503966e+01,4.291480933784891505e+01
-5.321814801534117123e-01,1.502384491871508487e+01,4.324473248301401185e+01
-8.244462680857935766e-01,1.490801472452435661e+01,4.394955322446599411e+01
-1.172503616686654482e+00,1.485895566509792332e+01,4.365826818450820923e+01
-8.223244958944349037e-01,1.467351400118702287e+01,4.449402245601260830e+01
-5.993382010742180910e-01,1.469449076591903669e+01,4.541533497470553016e+01
-9.921916361879823398e-02,1.455364636097218067e+01,4.562363481020525313e+01
-1.403824267311364338e+00,1.467464693319527846e+01,4.763948219099905401e+01
-1.942797995767435282e+00,1.427288150750991313e+01,4.714813137527354314e+01
1.452073081479454686e-01,1.428608733404179532e+01,4.671782570289038006e+01
-9.547770002116919841e-01,1.430192296913950223e+01,4.666763029655634654e+01
-1.228332911653495785e+00,1.409513193399945941e+01,4.740616390610666286e+01
-9.050034795645842678e-01,1.405625638680880485e+01,4.717107403827224488e+01
-2.126365794694038414e-01,1.391413123808654362e+01,4.921320036917394702e+01
1.210486302329982777e+00,1.401372907091492692e+01,4.872579707161420259e+01
-1.799501263851041699e+00,1.415622849855254017e+01,4.902082962889392093e+01
-2.450833759926211997e+00,1.365382881814471894e+01,4.757437915412562290e+01
-1.105654476136407993e+00,1.366606174656730310e+01,4.872793791025343779e+01
-1.581559757450264669e+00,1.343269792291743769e+01,4.881357268034534513e+01
3.557896574628784947e-01,1.334974979507725301e+01,5.040929846775377854e+01
-4.925246016591273701e-01,1.350385585441001268e+01,5.126333512537846815e+01
-1.233802194712495748e+00,1.325124487474542789e+01,5.077256176751846795e+01
-3.666420377610108972e-01,1.325709541546751247e+01,5.090515769651815248e+01
-1.463916274640752135e+00,1.317791646719322785e+01,5.204075013415873485e+01
-1.129457016225799748e+00,1.296431216053936097e+01,5.155870992550791243e+01
-4.431923290331383214e-01,1.295202506394806719e+01,5.126345855531842943e+01
2.746795707382148066e-01,1.287567369473273260e+01,4.963674717463931074e+01
-6.147211233749416692e-01,1.300696097809570873e+01,5.322795377294902863e+01
-2.947796653476117967e+00,1.275272947005773538e+01,5.086345729415315020e+01
-1.281464286893161386e+00,1.241740164740048336e+01,5.327228091170649549e+01
9.888853784963416160e-01,1.249643661267910488e+01,5.179036996973751883e+01
9.417588040154925011e-01,1.261517872309975097e+01,5.152125764938915609e+01
-2.173513814832325863e+00,1.268478837348220267e+01,5.209752867319057401e+01
-3.208515982100152542e+00,1.218047596013327372e+01,5.370199152004035881e+01
1.123928262160163172e-01,1.204308517706216186e+01,5.264162414803436008e+01
-5.335130794935594167e-01,1.220295452537647662e+01,5.333499149310085841e+01
-8.759515933699191237e-02,1.193638256116344998e+01,5.319339924518053664e+01
-1.565519096518102060e-01,1.218543549350907895e+01,5.305604547497923562e+01
-2.361030199180902400e-02,1.190507217923307870e+01,5.325256959343248298e+01
-1.029027416870889056e+00,1.218071343311070720e+01,5.447394037630213859e+01
-3.202459930246988051e+00,1.169926669585890266e+01,5.345818708061270286e+01
6.158867336544702198e-01,1.154022144706131137e+01,5.345228900921559756e+01
2.082667407399867443e-01,1.182244404258980452e+01,5.453092235923292463e+01
-1.424062543963323435e+00,1.158187479520931795e+01,5.433698434888603401e+01
-1.710917143296420306e+00,1.153763153379714090e+01,5.458942336932922501e+01
-2.979401672471066576e+00,1.123969136655003531e+01,5.384500193228440423e+01
1.052036426877774211e+01,4.994967178675808306e+00,1.144889734343592913e+01
9.242476565744361494e+00,6.047003605553582517e+00,1.167942963623552188e+01
9.465045776114699549e+00,6.843462491824681138e+00,1.092802541249830384e+01
1.042164096432350817e+01,7.940012760776524736e+00,1.143733831761348618e+01
8.775473802336250628e+00,8.927790684689382417e+00,1.252901003987650341e+01
7.502654941422640889e+00,9.695107521243773618e+00,1.302876016411044624e+01
6.549070336045119234e+00,1.042832167297390988e+01,1.286026034097745629e+01
4.966174222979645947e+00,1.100492158845279889e+01,1.535019513745273123e+01
5.952648407723714286e+00,1.142155651756983836e+01,1.559307239170458104e+01
6.351002912482954343e+00,1.219545126999754103e+01,1.540022003970996956e+01
3.997569802175000575e+00,1.269175710006642888e+01,1.733585652026556545e+01
4.407070116158443795e+00,1.299496523043253937e+01,1.765164263297881675e+01
4.615287182439359981e+00,1.357317112329811870e+01,1.863495383283020246e+01
2.542941989596073427e+00,1.391802266692040924e+01,2.040043318540210748e+01
2.329205832468105086e+00,1.408175952121733587e+01,2.019938934443826284e+01
3.304415730580771537e+00,1.438386383341402741e+01,2.000877822876594792e+01
2.980234243935115046e+00,1.474264266733349338e+01,2.144425984430954202e+01
1.945650378379937706e+00,1.497991068220105149e+01,2.265272404414814034e+01
1.981774993236470550e+00,1.513177274300947595e+01,2.139950549605334373e+01
2.669954644115676956e+00,1.537626568084834844e+01,2.392918414654765513e+01
5.035622401965724748e-01,1.566576367183260743e+01,2.389368031829354422e+01
6.934100542055006144e-01,1.547697812888766578e+01,2.454568376850015810e+01
2.320241394357594800e+00,1.580444568267370720e+01,2.545290581412658426e+01
-1.673015778769268991e-01,1.594102640775918367e+01,2.756122361951294408e+01
-5.688042742308283550e-01,1.577098536709832111e+01,2.677405070039462842e+01
8.922944438884314877e-01,1.582726555291302084e+01,2.743023486420380763e+01
1.105877065344614607e+00,1.594944425587600456e+01,2.808767338314664741e+01
6.847857989566961123e-01,1.604844096598194625e+01,2.965300960327952851e+01
-2.669474388521706487e-01,1.608640141566734627e+01,3.106203875303264894e+01
-6.384068050886355650e-01,1.599505147821150963e+01,2.955059053655027412e+01
3.119142537548498240e-01,1.595872005464961951e+01,3.116897622912135901e+01
2.572340379887094741e-01,1.605743432896247924e+01,3.117887792144048831e+01
2.600270193747888925e-01,1.601016686224736318e+01,3.143957305120840573e+01
1.292811870365838445e+00,1.610943973283743702e+01,3.239802823401165455e+01
-1.836423596800784708e-01,1.626872923632053158e+01,3.330858981444411882e+01
-1.937654091136948864e+00,1.607271126090142488e+01,3.296419627363299298e+01
9.293211950984385794e-01,1.588119841809314003e+01,3.559171788786017743e+01
5.001521887411399803e-01,1.625857549992111473e+01,3.485645375692503478e+01
-1.315527160028153730e+00,1.598122885584136910e+01,3.568151573180924885e+01
-3.414387823843867409e-02,1.599547006791548220e+01,3.635178507499706058e+01
-7.257806819552001798e-01,1.597440008019368385e+01,3.736626626996054767e+01
-6.494293571921474495e-01,1.585031393152443968e+01,3.688391956418992379e+01
-1.044991343711672016e+00,1.584451420875525329e+01,3.780406949971438024e+01
-5.288989145102931388e-01,1.564131566278210528e+01,3.802578209540025256e+01
-7.946246772966958360e-02,1.573873442585319538e+01,3.848916692362829650e+01
-2.035410929912018219e-01,1.562542316923617136e+01,3.985814156488174120e+01
-3.614760244613819395e-01,1.569802620725495501e+01,4.001556164261273096e+01
-1.327198567854892985e+00,1.555312796434389710e+01,3.998102374207068976e+01
-1.605952825907252191e+00,1.543258649368397784e+01,4.131405442970886810e+01
-1.753653661965444144e-01,1.523193739916244382e+01,4.012684814383716514e+01
-9.419993419689518532e-01,1.539751342044467108e+01,4.144078014286907319e+01
-5.703033505911747625e-01,1.504353753076864919e+01,4.247969935266430497e+01
1.349821819026516323e+00,1.528345275032642903e+01,4.186132889617778119e+01
-1.454099159613221559e+00,1.531350189457395139e+01,4.312697443395349239e+01
-1.325024118267620565e+00,1.499263291840378720e+01,4.405005793967143291e+01
-1.368509380469163261e+00,1.504849707092042799e+01,4.399773656720188342e+01
-1.558259422640418279e+00,1.471893104230995064e+01,4.424179771278906514e+01
2.433231543482747838e-01,1.473684518639234042e+01,4.439561453737255192e+01
-1.397593031548566955e+00,1.476759567317960808e+01,4.554797490990900144e+01
-1.545884189364798544e+00,1.445732658008262916e+01,4.556424185125220561e+01
-6.754860478979622940e-01,1.445841883530665051e+01,4.661293904408430677e+01
-5.814421754418361843e-01,1.432222937050303457e+01,4.684071962158508740e+01
-2.901464799475377276e-01,1.434213040021828256e+01,4.695224979469964666e+01
-4.021987509433984087e-01,1.426420007451352490e+01,4.797693896151123027e+01
1.020297717710150209e-01,1.426169065002960146e+01,4.780917471175336431e+01
-2.108218300731365957e+00,1.428460602886772968e+01,4.698859382310170929e+01
-1.999278220826397501e+00,1.384004698988332471e+01,4.780609160838272942e+01
-4.682224268054824279e-01,1.388475038470244805e+01,4.838831390279604250e+01
-1.346943371609512496e+00,1.374640250452222645e+01,4.817606016365067489e+01
-2.476679342493639524e-01,1.361536171038054377e+01,4.983981570155278717e+01
1.011302861690552390e+00,1.369686891767235259e+01,4.897564868654025361e+01
-9.538052511070702622e-01,1.381762228271865567e+01,4.943554219127585014e+01
-1.285090577964794534e+00,1.350610786745094138e+01,5.014719314566828956e+01
-6.914895201760486998e-01,1.356060416712570316e+01,5.058360902824085059e+01
-1.900767033462955169e+00,1.336780996341573235e+01,5.059254482957943111e+01
-5.644827889516932373e-01,1.318045076043311248e+01,5.031458756854262049e+01
-5.932014505330585052e-02,1.325491340562539833e+01,5.107162408190869485e+01
-1.265800812930805819e+00,1.316858673142245451e+01,5.086139268044807693e+01
-2.784562653047544245e-01,1.300175324303923574e+01,5.075018819490830424e+01
-7.487502908237502197e-01,1.311289547836149971e+01,5.150487976218510511e+01
-1.175432913373555266e+00,1.285200318487448712e+01,5.162160716296752128e+01
-8.471397238858244805e-01,1.287780889568678866e+01,5.275448558439167357e+01
-2.055200120128631625e+00,1.268257524009731796e+01,5.194960849873503861e+01
-1.253060769213469428e+00,1.246676887166106162e+01,5.301519752997131718e+01
1.134386025296784339e+00,1.243196308625462443e+01,5.272214789841950022e+01
4.513703894960698904e-01,1.269364607672041778e+01,5.144975413978086465e+01
-1.648255034162737331e+00,1.252223716415383770e+01,5.230305416721978418e+01
-8.060284639457151457e-01,1.236399506988786889e+01,5.329573364010683179e+01
-9.965912241660461746e-01,1.236103147136469182e+01,5.397805331010867036e+01
-1.729348993151724301e+00,1.216467682505466108e+01,5.444958900579128880e+01
1.804100231792489240e-01,1.201516167273434732e+01,5.364018064482339554e+01
4.838916713448995210e-01,1.220075882969051051e+01,5.381907565321406395e+01
-2.318828171478372724e+00,1.211194000700332296e+01,5.193697421586614382e+01
-1.708516285710928173e-01,1.173699319539483810e+01,5.300268657939764694e+01
2.293134239027025956e-01,1.207776968128910511e+01,5.409010055853721610e+01
-2.045685977274935397e+00,1.178285588017537755e+01,5.323895283123484035e+01
-1.756765394508683187e+00,1.166863248583411838e+01,5.454175044179788756e+01
-1.644414262133793159e+00,1.143150280127364127e+01,5.308674949886928118e+01
-3.798405198285976780e-01,1.133974963340735975e+01,5.451414669334982932e+01
1.578506390056239050e-01,1.135553469730792209e+01,5.333602402544871524e+01
9.322474375216067699e+00,6.658596144407123774e+00,9.607652635410040887e+00
1.006760689984385237e+01,7.590843581928730543e+00,1.168484086429729807e+01
8.908829544770782149e+00,8.672117524375895670e+00,1.154142977428878858e+01
7.189193767407481062e+00,9.372609490882888750e+00,1.136900736838133419e+01
7.816733591365412792e+00,1.010995627785739082e+01,1.277764174178348355e+01
6.719105306076805562e+00,1.093595620915597166e+01,1.412588749152740775e+01
6.096041457557362264e+00,1.145377733907275086e+01,1.423506605782551482e+01
5.697286258912782841e+00,1.215516450066744625e+01,1.431419386010940009e+01
4.452447958699636388e+00,1.259323459085530672e+01,1.590678217814616602e+01
4.055637052350235194e+00,1.304565409240737317e+01,1.731939078625699935e+01
4.327746221777218238e+00,1.340436200132535483e+01,1.778021457894942259e+01
3.178619228644322448e+00,1.391120333676281895e+01,1.836722912229156179e+01
2.026663071822426332e+00,1.404008584705422003e+01,1.878117372138672536e+01
3.652441256995999197e+00,1.431653595112730137e+01,1.967382666709288941e+01
3.854102879112915048e+00,1.477057409845342306e+01,2.111276248997879179e+01
2.500234683208304887e+00,1.508735652694988083e+01,2.178360719256746947e+01
1.465480850820327419e+00,1.527062103509508439e+01,2.098219786283057431e+01
1.600113752925835797e+00,1.538045269711394702e+01,2.237533474025941160e+01
2.052655721368154218e+00,1.559064378568024978e+01,2.260030914481815856e+01
5.554188959941654957e-01,1.579098384138758249e+01,2.367030229564352339e+01
1.141402339601285121e+00,1.570172756487908217e+01,2.451067375467724929e+01
1.779452519231966789e+00,1.601926430930784306e+01,2.527890263226082723e+01
-4.748111204252722928e-01,1.605761806872547481e+01,2.774788225798621255e+01
-3.822602623513233766e-01,1.592430208522278967e+01,2.687931591653658003e+01
8.823198248289259027e-01,1.598116601625520872e+01,2.818643953124812640e+01
1.053901572519620800e+00,1.610076605018857521e+01,2.817366243689458827e+01
8.862399920152768118e-01,1.619194633075913003e+01,2.923082314431703566e+01
7.130848535326776982e-01,1.627801404859162915e+01,2.946114505414890061e+01
-1.299625444351306669e-01,1.633456330146566415e+01,2.987555587095690512e+01
