dydt,x,y
5.331238721136287495e+00,4.565385629579893134e+00,2.355203004350265861e-01
6.072468213716500252e+00,4.326241219884245481e+00,7.686441725486553578e-01
1.420915847898232887e+00,4.201078035404917088e+00,1.450013943178326770e+00
1.129225744376921803e+00,4.081313202368929360e+00,1.052827342128301868e+00
2.321762960505756368e+00,3.916143886480785152e+00,1.675859092053710642e+00
3.901838994629722279e+00,3.734858744417168364e+00,1.517179934229452964e+00
7.833200363114341869e+00,3.582618830095570583e+00,2.456226890979656297e+00
2.291438650617164896e+00,3.455230649187267744e+00,3.083820006852322493e+00
8.240000090692198853e-01,3.314093017415552733e+00,2.914514621103089009e+00
3.119414094147805017e+00,3.356014544103863795e+00,3.248620008666166292e+00
5.944624696451882073e+00,3.363107420193527375e+00,3.538397439932649657e+00
6.899026166916677028e+00,3.319453217965596448e+00,4.437544947956543417e+00
1.919235902394387239e+00,3.390982453667419350e+00,4.918202673315986040e+00
8.248640994658167358e-01,3.384600597954767309e+00,4.821392128435421753e+00
6.278881250489476429e-01,3.425092271969602198e+00,5.083175493209150630e+00
3.206261484236474502e+00,3.476961769761471199e+00,4.946969753445211282e+00
5.182382365622981268e+00,3.441893995623604319e+00,5.724427790056448195e+00
2.055149320171466343e+00,3.439071738455233618e+00,5.983446226569808069e+00
3.915381664236424086e+00,3.359242811333208678e+00,6.135457654090740398e+00
3.288117524833971572e+00,3.315435449501541232e+00,6.766522559417095017e+00
4.142510349979161788e+00,3.143897956623776579e+00,6.793081159057534180e+00
3.546447093578116494e+00,2.997998247682990502e+00,7.595024629412931105e+00
1.433166498086812624e+00,2.919263472937828396e+00,7.502370577773159077e+00
3.235936371296581626e+00,2.770196789899210366e+00,7.881657929030293275e+00
2.925304106168262308e+00,2.639500978138712206e+00,8.149557852032476291e+00
2.856454841218109664e+00,2.546033587366483442e+00,8.466718750263947157e+00
2.277213927337591315e+00,2.404460084655403840e+00,8.720848820276096092e+00
7.003374966274975577e-01,2.281698191195590475e+00,8.922161535731465420e+00
4.519488218051172623e+00,2.307778950315967137e+00,8.860916319601596314e+00
6.297029990790633747e+00,2.272137691295923911e+00,9.826059179341701366e+00
1.315026004759381806e+00,2.221805384363854330e+00,1.012032231775972591e+01
1.513846882635732527e+00,2.305090748990610283e+00,1.008906438029357489e+01
1.558662811679802473e+00,2.371828712046006427e+00,1.042309169428687277e+01
5.408698158574125614e+00,2.352268996557018266e+00,1.040079694262953502e+01
1.614398049392072210e+00,2.519345155958186311e+00,1.150483132600169789e+01
-8.319939187594727059e-01,2.531479087844692000e+00,1.072367655250795870e+01
4.668287725503418528e+00,2.608399777491858806e+00,1.133843254224980868e+01
3.827346691606514639e+00,2.641295881214097196e+00,1.165733409760864348e+01
4.067815726710442448e+00,2.668493014262015794e+00,1.210390188057111160e+01
1.836151752997750464e+00,2.713541778755919065e+00,1.247089724295073232e+01
1.295277811808219326e+00,2.724712599723604800e+00,1.247113223117066561e+01
5.144150333482116366e+00,2.690986808890203363e+00,1.272995280531237938e+01
8.470283631895938470e-01,2.571036079872810465e+00,1.349996229786708568e+01
9.213972452916152633e-01,2.585141894262724449e+00,1.289935847795029744e+01
2.967051780723977572e+00,2.407733204898218737e+00,1.368424174692541939e+01
1.804805713895547115e+00,2.375429137370324906e+00,1.349276883409510219e+01
4.044160993068260268e+00,2.262991182137309654e+00,1.404520288970453556e+01
1.983005348988911010e-01,2.165850884378552887e+00,1.430160103270875815e+01
1.188704025920628737e+00,1.993594377546595853e+00,1.408486299668431130e+01
2.054861003188761970e+00,1.870557920434570587e+00,1.453934183789287715e+01
1.699900095262194100e+00,1.788924403660407281e+00,1.449583519732206227e+01
-1.661747485314606365e-01,1.699100196308536814e+00,1.487932185694531917e+01
3.049698802711873213e+00,1.567667222436236241e+00,1.446260024761577689e+01
4.707454246221033145e+00,1.477733139985449196e+00,1.548926161748770802e+01
-1.905003226008830097e+00,1.437484851076776593e+00,1.540409109685999489e+01
5.968160697936752968e-01,1.372309598418619103e+00,1.510826097228594200e+01
1.796792306430944564e+00,1.354729154106462552e+00,1.552345431081873706e+01
4.176507233816096232e+00,1.359151921201904756e+00,1.546761943357213553e+01
3.351958517861959308e+00,1.419424026875459433e+00,1.635875575758196376e+01
3.863180973939563501e+00,1.410931801720461731e+00,1.613801113714453805e+01
3.154096229971642629e+00,1.493734351305988861e+00,1.713139195236987433e+01
3.893401565672718334e-01,1.605811506011770584e+00,1.676883038313885521e+01
4.446659584345979965e-01,1.637650571356747964e+00,1.720925998368332444e+01
1.242420046862946492e-02,1.661067205463549579e+00,1.685776357482576771e+01
2.957069171197304058e+00,1.824572448199378361e+00,1.721174482377704251e+01
2.898595020945791134e+00,1.925219682306962499e+00,1.744917740906522496e+01
1.502060105102259513e+00,2.037713470306377506e+00,1.779146382796620429e+01
-7.191594675891366251e-01,2.007836473394911003e+00,1.774958943008568113e+01
3.433544058640393359e+00,2.077421139076978118e+00,1.764763193444837697e+01
4.540781214186836223e+00,2.139300800789468493e+00,1.843629824181375199e+01
8.665627610885593413e-01,2.186150978421942614e+00,1.855578817728574137e+01
2.708919412671818350e+00,2.198155317547378029e+00,1.860961079403146101e+01
1.712271330562273874e+00,2.162132204938764346e+00,1.909757205982010220e+01
7.189040768195837927e-01,2.140130657112296664e+00,1.895206506014391223e+01
2.198467667288454663e+00,2.137034052464337641e+00,1.924135287518401327e+01
3.099152889138224509e+00,2.032118764960403112e+00,1.939175859360160104e+01
2.752929864548818273e+00,2.043527518701598655e+00,1.986118345301166244e+01
-3.985516740191883400e-01,1.910002926862513162e+00,1.994234456651136966e+01
7.621589374610664436e-01,1.895647201193521481e+00,1.978147311820782051e+01
1.548618802894580426e+00,1.800578389814539992e+00,2.009477635400358153e+01
9.224645244472355898e-01,1.706417594553214956e+00,2.009119687878673588e+01
1.806149907775235874e+00,1.530742294145556626e+00,2.027926925889302723e+01
2.780890091892985083e+00,1.401347264660177450e+00,2.045242686034178448e+01
-6.445650432879688196e-01,1.310593058345687734e+00,2.083544727727162282e+01
1.486960719312307333e+00,1.231464872163108959e+00,2.032351385168419000e+01
2.461790087370602009e+00,1.100814140168043798e+00,2.113283942113408287e+01
3.002092311752306841e-01,9.752606583805978335e-01,2.081587186915830756e+01
3.012874864309068812e+00,9.535594476468868264e-01,2.119288126736914180e+01
-1.117738716509620645e+00,7.547948377045389234e-01,2.141844684202012772e+01
-2.070852859729555462e+00,7.357010648112692897e-01,2.096933352406721696e+01
4.924628667772111612e+00,6.502523082436243440e-01,2.100427627007421805e+01
2.901429061997276904e+00,6.617326848446657417e-01,2.195425925762163644e+01
-1.357854861332640439e+00,6.199066465098678202e-01,2.158456208247365282e+01
1.390656928137985915e+00,6.102194438815813360e-01,2.168268828535509840e+01
6.777059705966721026e+00,6.229502225492449252e-01,2.186269346810124858e+01
3.515206931686620351e+00,6.948256550457194702e-01,2.303810022654843692e+01
-3.581650195253871516e-02,6.904543812269229308e-01,2.256573485443854565e+01
3.879210782808357294e+00,8.691692011321449085e-01,2.303093692615791355e+01
3.361835892612958787e-01,8.228954308995812816e-01,2.334157701100021498e+01
-2.434033669900452335e+00,9.327202904842618603e-01,2.309817364401017059e+01
3.973609470938886723e+00,6.500312503039978651e+00,5.388638490479559229e-01
3.288533820248844552e+00,6.165676892897541173e+00,9.362247961418446174e-01
5.066794128171922651e+00,5.946354568761217152e+00,1.196570613097724944e+00
7.149209601943066872e+00,5.643973005230700224e+00,1.949583621776229680e+00
5.858460817324358416e+00,5.442341536255230316e+00,2.626412533486338408e+00
7.098726609335413329e+00,5.372908249931329649e+00,3.121275785241100831e+00
6.933232468478337296e+00,5.245426156113574656e+00,4.046157855353421873e+00
1.979905373850250783e+00,5.116512363000431662e+00,4.507922278936769445e+00
4.799541604291253094e+00,5.009270431473605178e+00,4.442138930123471496e+00
7.552379832339912724e+00,5.146997902567314043e+00,5.467830599795020063e+00
6.227714530343526178e+00,4.953129432822041878e+00,5.952614896591454041e+00
3.895042619743271928e+00,4.892933682964334174e+00,6.713373505863725832e+00
8.992679921230788409e-01,4.805233041520782677e+00,6.731623420540109315e+00
3.634293620759528665e+00,4.614619439248209609e+00,6.893227104288340179e+00
8.494352847892386649e+00,4.423516058216693025e+00,7.458482144692016647e+00
4.005174622508299365e+00,4.157335797279622547e+00,8.592097673866813778e+00
-4.407704152995961522e-02,3.958708545876552964e+00,8.259517069193675454e+00
6.142515294325605169e+00,3.925389479758889077e+00,8.583282265560821855e+00
6.189078510933960331e+00,3.870618655024398613e+00,9.488020128058792579e+00
3.360468307217530537e+00,3.694120926299334418e+00,9.821097967747613566e+00
1.511112145106196181e+00,3.655425016507129587e+00,1.016011378950229727e+01
2.127952638782446115e+00,3.631327731203401132e+00,1.012332039676885209e+01
4.058704398196951502e+00,3.760859562010619772e+00,1.058570431725878791e+01
6.047830762536072768e+00,3.820940515965369322e+00,1.093506127640824310e+01
3.987554411153460876e+00,3.757434719640140308e+00,1.179527046976600246e+01
4.408270239390006395e+00,3.777240318020645304e+00,1.173257215863894132e+01
4.604729449188660340e+00,3.712425244199589081e+00,1.267692451764400552e+01
1.941613172882071581e+00,3.632434377065587583e+00,1.265351804847667339e+01
4.271530543842580130e+00,3.681406471767033395e+00,1.306524715222041877e+01
3.806597829826401380e+00,3.336178254713890734e+00,1.350782415724519048e+01
1.997969360223962099e+00,3.297644372691434622e+00,1.382656671818570082e+01
4.867537726153571498e+00,3.252567604718711536e+00,1.390741802928997828e+01
4.339142384658131846e+00,3.058162115163334249e+00,1.480007426341641619e+01
-9.495599988060376972e-01,2.924065971752650483e+00,1.477524650622160607e+01
4.715602911160644339e+00,2.783773225889615510e+00,1.461016226365520865e+01
6.922808173975525392e+00,2.655906832819948438e+00,1.571836708845373209e+01
-1.437161294971303960e+00,2.665570304681008196e+00,1.599472389845030484e+01
1.724754290963630865e+00,2.518598743543448482e+00,1.543093482945947059e+01
9.746191390630045248e+00,2.483297648814008163e+00,1.633967475664303137e+01
1.375372473851214750e+00,2.689278450251379571e+00,1.738017310758548106e+01
-9.312143892488791153e-01,2.589713683805358269e+00,1.661474925141328285e+01
5.074460359215336780e+00,2.639610508751004669e+00,1.719393022973571661e+01
1.279430317333805078e-01,2.764815794002479787e+00,1.762964132325635092e+01
1.405109902085200702e+00,2.757580876602753417e+00,1.721951883608239342e+01
3.083076849380503859e+00,2.810934097290406442e+00,1.791066330367340242e+01
3.457815897717324560e+00,2.890637014301189467e+00,1.783613420595850130e+01
