dxdt,x,y
-3.373026892249978204e+00,6.283306813170304039e-01,-2.777652828616000713e-01
-3.950589303733887725e+00,2.910279920920325614e-01,-2.397036468194935210e-01
-4.278471099734123761e+00,-1.617871794297472410e-01,-2.239620019941561124e-01
-3.167832719146693510e+00,-5.646662278547923686e-01,-2.660554786071628319e-01
-2.055662307628369323e+00,-7.953537232590860429e-01,-3.318652045165786935e-01
-1.446842862241045857e+00,-9.757986893804660999e-01,-3.475006960377499121e-01
-1.091471653065016589e+00,-1.084722295707295281e+00,-4.205820728244729634e-01
-5.918610368888934659e-01,-1.194093019993469618e+00,-5.255314499818072305e-01
-4.777847320864054836e-01,-1.203094503085073930e+00,-6.099009437495761521e-01
-5.497258694014872660e-01,-1.289649966410750581e+00,-6.296633536451031743e-01
-1.537525857972896759e-01,-1.313039676965371383e+00,-7.268157969989506029e-01
-2.493574116173515876e-01,-1.320400483570208339e+00,-7.559097924168820537e-01
-1.936107787369678590e-01,-1.362911159288841656e+00,-8.440869003104588542e-01
-8.038581568669034283e-02,-1.359122639317601688e+00,-9.008093567448407502e-01
-2.580745700269551079e-01,-1.378988322426180080e+00,-9.033854378437272681e-01
-1.024339352967951200e-01,-1.410737553322992444e+00,-9.721781023793873988e-01
2.128290863552884105e-02,-1.399475109485539326e+00,-9.909871723559798840e-01
-2.212878888666418575e-01,-1.406480971595886587e+00,-1.026048166444642806e+00
-1.824857209387342749e-02,-1.443732687258867387e+00,-1.039463082098577296e+00
5.158756975184264348e-02,-1.410130686014661405e+00,-1.104321301761620688e+00
-2.291984848807206987e-01,-1.433415173308498547e+00,-1.155874749000065149e+00
-1.084071553878791505e-01,-1.455970382990805723e+00,-1.177753373773850143e+00
-7.740916276747888958e-03,-1.455096604386074466e+00,-1.180707662055274332e+00
-6.288397809126511362e-02,-1.457518566246155167e+00,-1.215891405026468197e+00
-5.543862886065920037e-02,-1.467673400004327444e+00,-1.204970465895932152e+00
3.740315975128805093e-02,-1.468606292018287185e+00,-1.210743811986368490e+00
4.752690423676320108e-03,-1.460192768054069612e+00,-1.261411627453632445e+00
-1.847156375328253830e-01,-1.467655753933551965e+00,-1.254000240302556302e+00
1.930004609891433631e-02,-1.497135895560634644e+00,-1.271400190803772423e+00
1.747150924997615817e-01,-1.463795744713769054e+00,-1.254137833552109615e+00
-1.047731388620780635e-01,-1.462192877060682461e+00,-1.337162800952267361e+00
-5.547114417750709237e-02,-1.484750372486184578e+00,-1.318957824994836159e+00
-6.103828230381580511e-02,-1.473287105896183835e+00,-1.323530083214493613e+00
-1.657461199702492394e-02,-1.496958028946947739e+00,-1.348554937684817823e+00
1.099758933708727682e-03,-1.476602028295588731e+00,-1.343870438119327160e+00
-1.319015295666439158e-01,-1.496738077160206126e+00,-1.400177086221437328e+00
1.143024899274527328e-01,-1.502982334208917026e+00,-1.383552550744484577e+00
1.493032697178300339e-01,-1.473877579174715624e+00,-1.446304955989254459e+00
-1.683695415337016499e-02,-1.473121680265351063e+00,-1.395556645073857016e+00
-6.328637039292317468e-02,-1.477244970005389568e+00,-1.457795242902883315e+00
-4.743093532865572115e-02,-1.485778954343935920e+00,-1.453235664860536014e+00
2.740027903269304232e-02,-1.486731157071120579e+00,-1.447848288554392848e+00
-7.540288481304546764e-02,-1.480298898537397490e+00,-1.482785959889100447e+00
-8.322424278503248729e-02,-1.501811734033729584e+00,-1.449030470121330572e+00
