dxdt,x,y
-2.854133892495882563e+00,1.001404091202119373e+00,2.999184634011004658e+00
-2.210333091204127687e+00,7.159907019525311167e-01,2.559082179577935268e+00
-1.263383763305380825e+00,5.593374729612937690e-01,2.303429973572026501e+00
-8.179212259901240678e-01,4.633139492914550295e-01,2.141096619268935353e+00
-6.128377019352242439e-01,3.957532277632689333e-01,2.035250124826330609e+00
-4.519936000395765596e-01,3.407464089044102140e-01,1.964247491399059520e+00
-3.294300463802211087e-01,3.053545077553535547e-01,1.911984368237731102e+00
-2.760809854693933030e-01,2.748603996283660034e-01,1.878895436555904963e+00
-2.573736447368566438e-01,2.501383106614749052e-01,1.857154983469588627e+00
-2.119558787939295197e-01,2.233856706809947135e-01,1.838654309085847816e+00
-1.551070430405775413e-01,2.077471349026890346e-01,1.829650027000335522e+00
-1.616877963539528062e-01,1.923642620728791830e-01,1.825258305345261789e+00
-1.503310544197093979e-01,1.754095756318984345e-01,1.826102096975360300e+00
-1.397240317663114295e-01,1.622980511889372812e-01,1.824748912605663964e+00
-1.171560227138641608e-01,1.474647692786361930e-01,1.830750308237154789e+00
-1.003817177621166845e-01,1.388668466461644158e-01,1.830882762586613532e+00
-1.067314912220108658e-01,1.273884257262128672e-01,1.839497944419062225e+00
-1.026145379358798237e-01,1.175205484017622232e-01,1.847912007457954031e+00
-9.617189453836488822e-02,1.068655181390369135e-01,1.855017269021776771e+00
-8.716557958525278371e-02,9.828616949408927606e-02,1.860191167614539731e+00
-6.895267660405079990e-02,8.943240222198635403e-02,1.866165840839405288e+00
-5.903140818582730542e-02,8.449563417327914105e-02,1.876725040068049521e+00
-6.714567313402741711e-02,7.762612058482087907e-02,1.882906533146347039e+00
-5.949489308169175761e-02,7.106649954647364931e-02,1.892790661342780734e+00
-5.380228450098284432e-02,6.572714196848251922e-02,1.898489194331006713e+00
-3.675875816752421921e-02,6.030604264627711930e-02,1.903161014427275255e+00
-6.463918340082966396e-02,5.837539033497769064e-02,1.911627826968872679e+00
-6.676964563965573363e-02,4.737820596611117679e-02,1.914612416400355288e+00
-1.378036942912858054e-02,4.502146120704653143e-02,1.924180667315851245e+00
-2.104935906941685086e-02,4.462213208028546069e-02,1.928940070325115386e+00
-3.829966704770540464e-02,4.081158939316319179e-02,1.933570957578977900e+00
-3.999993252945210909e-02,3.696219867074438531e-02,1.938795446943135214e+00
-4.028641381646924646e-02,3.281160288727276442e-02,1.944428597369848077e+00
-1.629666898010104226e-02,2.890491590745052769e-02,1.948539093406144618e+00
-6.904780932438236984e-03,2.955226909125254972e-02,1.952830464909592667e+00
-3.970959764677430004e-02,2.752395972096289764e-02,1.955877434019442918e+00
-2.615626164358000882e-02,2.161034956189768208e-02,1.962949678059648040e+00
-1.466951229417937097e-02,2.229270739224688963e-02,1.964164226648157818e+00
-2.955919657188560423e-02,1.867644710306180442e-02,1.967644969994419624e+00
-2.318254188617382971e-02,1.638086807786976254e-02,1.969583203857600662e+00
2.682050368541244456e-03,1.403993872582704611e-02,1.969822409058348267e+00
-3.205060788160490892e-03,1.691727815157805653e-02,1.974210936992525145e+00
-2.981391837182705007e-02,1.339892656819500344e-02,1.976129856779405225e+00
-8.694275671629371482e-03,1.095449447721266734e-02,1.978696840051256345e+00
-1.051174593356056508e-02,1.166007143386915516e-02,1.984152939913652380e+00
-1.115827243731225271e-02,8.852145290500584157e-03,1.982801167195513248e+00
-5.335024537510536791e-03,9.428416946406732724e-03,1.983827156903904987e+00
-2.725637992816584004e-02,7.785140382998495187e-03,1.985166003353501019e+00
-7.357664353783682776e-03,3.977140960773539388e-03,1.987725996172890808e+00
2.258813539983662438e-02,6.313607512241702774e-03,1.988127686454863596e+00
5.158204874834919351e-03,8.494768040740847959e-03,1.990663768364904884e+00
-2.265831765877721754e-02,7.345248487208657501e-03,1.992095319535562403e+00
-2.260774978749229697e-02,3.963104508985420063e-03,1.993319128385197203e+00
2.263881461679662088e-03,2.823698529710213980e-03,1.992041215898331830e+00
-4.637552537689498475e-03,4.415880801321328368e-03,1.994836380980556267e+00
6.758640142067631751e-03,1.896188022172317625e-03,1.994837079414742975e+00
-4.359368419307561512e-03,5.767608829734912311e-03,1.992636315427991356e+00
