dydt,x,y
-4.401024544330693899e+00,1.001404091202119373e+00,2.999184634011004658e+00
-3.478773302194889894e+00,7.159907019525311167e-01,2.559082179577935268e+00
-2.089927801545000463e+00,5.593374729612937690e-01,2.303429973572026501e+00
-1.340899243728481238e+00,4.633139492914550295e-01,2.141096619268935353e+00
-8.842456393493804967e-01,3.957532277632689333e-01,2.035250124826330609e+00
-6.163287829429968667e-01,3.407464089044102140e-01,1.964247491399059520e+00
-4.267602742157734497e-01,3.053545077553535547e-01,1.911984368237731102e+00
-2.741469238407123754e-01,2.748603996283660034e-01,1.878895436555904963e+00
-2.012056373502861817e-01,2.501383106614749052e-01,1.857154983469588627e+00
-1.375247823462668606e-01,2.233856706809947135e-01,1.838654309085847816e+00
-6.698001870292991100e-02,2.077471349026890346e-01,1.829650027000335522e+00
-1.773965012487543902e-02,1.923642620728791830e-01,1.825258305345261789e+00
-2.546963697987791875e-03,1.754095756318984345e-01,1.826102096975360300e+00
2.324105630897044250e-02,1.622980511889372812e-01,1.824748912605663964e+00
3.066924990474895196e-02,1.474647692786361930e-01,1.830750308237154789e+00
4.373818090953562887e-02,1.388668466461644158e-01,1.830882762586613532e+00
8.514622435670204936e-02,1.273884257262128672e-01,1.839497944419062225e+00
7.759662301357472813e-02,1.175205484017622232e-01,1.847912007457954031e+00
6.139580078292539156e-02,1.068655181390369135e-01,1.855017269021776771e+00
5.574285908814502477e-02,9.828616949408927606e-02,1.860191167614539731e+00
8.266936226754673100e-02,8.943240222198635403e-02,1.866165840839405288e+00
8.370346153470897832e-02,8.449563417327914105e-02,1.876725040068049521e+00
8.032810637365628281e-02,7.762612058482087907e-02,1.882906533146347039e+00
7.791330592329792637e-02,7.106649954647364931e-02,1.892790661342780734e+00
5.185176542247127429e-02,6.572714196848251922e-02,1.898489194331006713e+00
6.569316318933360321e-02,6.030604264627711930e-02,1.903161014427275255e+00
5.725700986539905557e-02,5.837539033497769064e-02,1.911627826968872679e+00
6.276420173489327681e-02,4.737820596611117679e-02,1.914612416400355288e+00
7.163826962380070995e-02,4.502146120704653143e-02,1.924180667315851245e+00
4.695145131563194241e-02,4.462213208028546069e-02,1.928940070325115386e+00
4.927688309009958800e-02,4.081158939316319179e-02,1.933570957578977900e+00
5.428819895435132992e-02,3.696219867074438531e-02,1.938795446943135214e+00
4.871823231504635032e-02,3.281160288727276442e-02,1.944428597369848077e+00
4.200933769872250423e-02,2.890491590745052769e-02,1.948539093406144618e+00
3.669170306648794622e-02,2.955226909125254972e-02,1.952830464909592667e+00
5.059606575028041675e-02,2.752395972096289764e-02,1.955877434019442918e+00
4.143396314357516985e-02,2.161034956189768208e-02,1.962949678059648040e+00
2.347645967385858512e-02,2.229270739224688963e-02,1.964164226648157818e+00
2.709488604721421723e-02,1.867644710306180442e-02,1.967644969994419624e+00
1.088719531964166265e-02,1.638086807786976254e-02,1.969583203857600662e+00
2.313866567462063983e-02,1.403993872582704611e-02,1.969822409058348267e+00
3.153723860528323542e-02,1.691727815157805653e-02,1.974210936992525145e+00
2.242951529365733165e-02,1.339892656819500344e-02,1.976129856779405225e+00
4.011541567123622087e-02,1.095449447721266734e-02,1.978696840051256345e+00
2.052163572128407054e-02,1.166007143386915516e-02,1.984152939913652380e+00
-1.628915048737411553e-03,8.852145290500584157e-03,1.982801167195513248e+00
1.182418078993840993e-02,9.428416946406732724e-03,1.983827156903904987e+00
1.949419634492954856e-02,7.785140382998495187e-03,1.985166003353501019e+00
1.480841550681333274e-02,3.977140960773539388e-03,1.987725996172890808e+00
1.468886096007082642e-02,6.313607512241702774e-03,1.988127686454863596e+00
1.983816540349536695e-02,8.494768040740847959e-03,1.990663768364904884e+00
1.327680010146181644e-02,7.345248487208657501e-03,1.992095319535562403e+00
-2.705181861522021336e-04,3.963104508985420063e-03,1.993319128385197203e+00
7.586262976795765667e-03,2.823698529710213980e-03,1.992041215898331830e+00
1.397931758205572805e-02,4.415880801321328368e-03,1.994836380980556267e+00
-1.100032776282411362e-02,1.896188022172317625e-03,1.994837079414742975e+00
-5.181003985295973280e-03,5.767608829734912311e-03,1.992636315427991356e+00
1.184543005553173600e-02,1.024314338310880956e-03,1.993800878617683736e+00
2.281116957974838044e-02,2.030317534420809922e-03,1.995005401439097437e+00
5.894762690346055933e-03,-1.654192206965378938e-03,1.998363112533633412e+00
-1.619700048710726037e-02,4.013016259440697550e-03,1.996184353977166648e+00
4.618814931500736520e-04,3.180315784018532353e-03,1.995123712436211783e+00
1.473121672450972142e-02,2.106583535813253555e-03,1.996276730275796885e+00
8.634161772540949187e-03,-1.072473225655445721e-03,1.998069955781113682e+00
-6.658374550623236132e-03,7.757579287160847959e-04,1.998003562630304986e+00
4.247783517108416618e-04,3.334945472242426337e-03,1.996738280870988813e+00
7.008546352208711028e-03,5.955845090574976748e-04,1.998088518300647154e+00
1.045746874090269785e-02,1.003706956299575161e-03,1.998139990141430733e+00
3.851223140662440869e-03,2.269799455128721465e-03,2.000180012048827560e+00
-8.895418903657414944e-03,-3.747173315565166139e-04,1.998910234769563088e+00
-2.698032418631868268e-03,-4.267195636795103946e-04,1.998400928268096122e+00
8.882275579381371244e-03,-1.115826762720195046e-03,1.998370628285836670e+00
1.033148365020331028e-02,1.624469896856709037e-03,2.000177383383972440e+00
1.558675205915349693e-03,-1.392139309191723793e-03,2.000436925015877332e+00
-5.284510657975971526e-03,1.859510980127782303e-03,2.000489118425155421e+00
-1.032537963332735842e-02,2.356625581770664408e-03,1.999380022884282182e+00
3.466623631570797670e-03,1.569237789524621481e-03,1.998424042498490039e+00
1.145622246285071810e-02,9.234159659924820983e-04,2.000073347610596297e+00
-2.698774067528830756e-04,-1.871085971742368192e-03,2.000715286991060271e+00
-1.657522919913390069e-04,6.158741986138978764e-04,2.000019372129245632e+00
1.590347523997337476e-03,-2.755077767092851352e-04,2.000682136532661914e+00
-4.738543535454553535e-03,7.824812218164736276e-04,2.000337441634045366e+00
4.325369588991989644e-03,-9.472524144234135447e-04,1.999734427825571093e+00
-1.198361696161498458e-02,1.358105162080152544e-03,2.001202515551843586e+00
-3.876201468832718433e-03,-8.102999106335416653e-04,1.997337704433248096e+00
1.297223668266767049e-02,-2.807786852976520194e-03,2.000427275258076953e+00
-4.312506379871905438e-03,1.852511756560531065e-03,1.999932151769781452e+00
6.527313678315493917e-03,-3.998434531751540733e-04,1.999564773982102750e+00
-1.088665959123602534e-02,-1.543635482759186592e-03,2.001237614505444462e+00
-1.149069323725626646e-02,3.806412149599471711e-04,1.997387442063855545e+00
1.029210416827730512e-02,-3.855102948706654693e-05,1.998939475857993475e+00
-1.176139138022236352e-02,-2.507257615003496845e-04,1.999445862897510917e+00
5.082950310093536928e-03,5.424868261268456530e-04,1.996587197581948692e+00
9.503722691123428490e-03,-6.432709176427916543e-04,2.000462452959529625e+00
7.723329267465217640e-03,-1.537749598242569345e-03,1.998487942120173111e+00
8.004296823111545223e-03,9.719265046085112441e-04,2.002007118813022846e+00
-1.838211226023922507e-02,2.215322427984164205e-03,2.000088801484795731e+00
1.225365968386427085e-02,6.987527339214438761e-04,1.998330696360974823e+00
8.656393110115345735e-03,1.720472171403307146e-03,2.002539533421568763e+00
-2.477558438570790292e-02,-1.650221613146828342e-03,2.000061974982997981e+00
-2.164195329164688708e+00,4.002093322180416024e+00,9.983483343901944362e-01
-1.666506683154184820e+00,3.177991974312360579e+00,7.819288014737255654e-01
-9.801527210382285915e-01,2.768407721382929232e+00,6.650469977593574944e-01
-6.831893900935455122e-01,2.537370325489002987e+00,5.858982572660799137e-01
-5.070146998909947911e-01,2.393997029394518972e+00,5.284091197406484142e-01
-3.961242899514574312e-01,2.309615406470343135e+00,4.844953172878810332e-01
-2.966511524709498637e-01,2.263399850734588270e+00,4.491842617503568613e-01
-2.850965819173687521e-01,2.239368417616607321e+00,4.251650867936909717e-01
-2.565063207404278955e-01,2.214213886307751622e+00,3.921649453668831220e-01
-2.045379054029481392e-01,2.225773608621055555e+00,3.738638226456054148e-01
-2.217522274904033530e-01,2.237728393484750722e+00,3.512573642862935053e-01
-1.832837480471609659e-01,2.252104005123704678e+00,3.295133771475247109e-01
-1.626777896224091968e-01,2.273861079370536942e+00,3.146006146768612899e-01
-1.916355178164337314e-01,2.302682067196713422e+00,2.969778192230427827e-01
-1.709369648335732350e-01,2.328182481876348575e+00,2.762735111135745658e-01
-1.550686026484673352e-01,2.349321141491526266e+00,2.627904262563280913e-01
-1.610630778698314280e-01,2.384714827249678315e+00,2.452597905838811432e-01
-1.388314231483580574e-01,2.410641162987978259e+00,2.305778106823617724e-01
-1.533922157520636320e-01,2.442705475039622875e+00,2.174935059542094928e-01
-1.460731903064638182e-01,2.475622935055941110e+00,1.998993675319490626e-01
-1.248358542911215396e-01,2.498919542410921402e+00,1.882788678929167014e-01
-1.172076514706049677e-01,2.529117590126045201e+00,1.749321966737247824e-01
-1.097071911772338204e-01,2.563264076896925037e+00,1.648373375987956801e-01
-1.306477763176625562e-01,2.592724052729492357e+00,1.529907584382780017e-01
-1.187751376586952956e-01,2.615968018106374693e+00,1.387077823352631523e-01
-8.653890100674288544e-02,2.641480672548188746e+00,1.292357309065389759e-01
-8.212475065207680558e-02,2.663008264335194664e+00,1.214000021339145946e-01
-9.256547307940643510e-02,2.691638589840659623e+00,1.128107807761235953e-01
-1.024169968393605079e-01,2.714078125371160777e+00,1.028869075180332826e-01
-7.837467273302789472e-02,2.734818038364932757e+00,9.232738140825147433e-02
-6.798920939256830609e-02,2.752752531687225446e+00,8.721197297142772864e-02
-7.513012728668194695e-02,2.773235541942831173e+00,7.872953952973779645e-02
-5.180693806128888745e-02,2.788650368614547848e+00,7.218594751409132537e-02
-6.060562250346102076e-02,2.801986868601880953e+00,6.836815191748001064e-02
-4.892874697015670016e-02,2.824601643960230835e+00,6.006482301339911151e-02
-4.836578701241261991e-02,2.845039060165842404e+00,5.858240252344866505e-02
-6.090674708958979111e-02,2.851110636953019029e+00,5.039166561091655561e-02
-2.641225555688742066e-02,2.866820914502499651e+00,4.640105310553069989e-02
-3.697525916295033022e-02,2.874135652496883520e+00,4.510921449953907147e-02
-3.652666536812193554e-02,2.880137723748501521e+00,3.900600127294062691e-02
-3.982415791662469173e-02,2.895488762597049792e+00,3.780388142591467604e-02
-3.850443194785335699e-02,2.903154673032016575e+00,3.104116968961562889e-02
-2.721418201850978047e-02,2.911651173882148669e+00,3.010299503634394219e-02
-3.658261961469448653e-02,2.923378596522164585e+00,2.559833328591369292e-02
-1.693425354748384626e-02,2.926727632041142613e+00,2.278647111340505182e-02
-1.494863872779128577e-02,2.937402064116649392e+00,2.221148257641690146e-02
-1.243130747643902967e-02,2.942937359304906408e+00,1.979674336784677594e-02
-1.236430003986484227e-02,2.948865554339905604e+00,1.972522108112907333e-02
-3.460858772375058345e-02,2.954366180228093608e+00,1.732388335987378528e-02
-1.644150340723718462e-02,2.956022407047051992e+00,1.280350353637896808e-02
-4.863801307782494865e-03,2.958838750649710470e+00,1.403558267842635807e-02
-2.046944478206121770e-02,2.962600921845244706e+00,1.183074327482243858e-02
-6.505029256955820183e-03,2.964610132099327444e+00,9.941693722014107934e-03
-8.399248143982657178e-03,2.967977721586341211e+00,1.052973742343129605e-02
-1.473115932625952001e-02,2.968314950636965044e+00,8.261844093217601132e-03
-9.271239548544613074e-04,2.973955928593511988e+00,7.583505558179402806e-03
-1.859068367928246035e-02,2.982171429020144870e+00,8.076419302246718585e-03
-9.203647243526784372e-03,2.981248668310614303e+00,3.865368822322948986e-03
9.580791875570340149e-03,2.985299754483727419e+00,6.235689853541418956e-03
9.101725542275847236e-04,2.978735443542194439e+00,5.781527197437043991e-03
-8.455361562051282032e-03,2.985420992032159049e+00,6.417724364386935207e-03
-3.273325174386092912e-03,2.985602783478421784e+00,4.090454885026760523e-03
-1.771554712361552916e-02,2.990454542128881510e+00,5.763059329509680889e-03
-2.127001331464428713e-03,2.989746286236102613e+00,5.473454603035898119e-04
9.337578736930196577e-03,2.988629158615894621e+00,5.337659063216705982e-03
-1.309193405136538368e-02,2.991772685294072698e+00,2.414861207689622362e-03
5.582191767903248170e-03,2.991681310491888457e+00,2.719272252943655613e-03
5.857349021233177952e-03,2.987861536110811400e+00,3.531299561270268006e-03
3.556478030191274897e-04,2.992589661589336369e+00,3.890742057190288514e-03
-1.304793306442297851e-02,2.991652942563808093e+00,3.602429121874099228e-03
-2.634675869227293132e-02,2.995467609695447564e+00,1.281155444305702006e-03
-8.019675794036059541e-03,2.994350774913090429e+00,-1.666922616580497748e-03
1.415674980847745831e-02,2.995182277985699582e+00,-3.227797145015497571e-04
1.480349417645178932e-02,3.000117283307449867e+00,1.164427345114997557e-03
1.468458769647577183e-02,2.997525143665070502e+00,2.637919120788811099e-03
-1.355729954947866404e-02,2.997758303381662159e+00,4.101344884410141299e-03
-1.051598096852290366e-02,2.998871890008321550e+00,-7.354078910697418522e-05
2.120706904466707760e-02,2.993005406998912488e+00,1.998148690705503147e-03
-1.703431884768643809e-03,2.991593222720924317e+00,4.167873019826445931e-03
-1.112892604317160077e-02,2.998793581477976478e+00,1.657462313751815498e-03
-2.185465703698271853e-02,2.995607565107760717e+00,1.942087811192133974e-03
-4.143272732653356313e-03,2.997601322980884220e+00,-2.713469093644712681e-03
2.454708113123248506e-02,2.998525423552844682e+00,1.113433264661609079e-03
6.114723480506330765e-03,2.996164262429046321e+00,2.195947132601859357e-03
-2.141864082257109031e-02,2.996612612587256752e+00,2.336377960762870895e-03
-2.164535223046247167e-02,2.999644125550345652e+00,-2.087781031912343353e-03
1.960598501209687497e-02,3.004419446192933663e+00,-1.992692485329608000e-03
3.493233024971942324e-02,2.997287141497567919e+00,1.833415970507118811e-03
-1.706049706694326429e-02,2.997839395037708687e+00,4.993773564614326609e-03
-3.491089970297597128e-02,2.998000580557848682e+00,-1.578683442881522250e-03
7.931293608812449089e-03,2.998578773740781855e+00,-1.988406375980843101e-03
-1.694063726749388960e-03,2.996919037629736327e+00,7.575278880961924246e-06
2.516781729249256520e-04,2.998939049642729060e+00,-2.327219121330799737e-03
2.444641517816834378e-02,3.000149655175131436e+00,5.791091346586348977e-05
-2.983420671127790143e-03,3.000276731425030707e+00,2.562063914302851585e-03
-2.217824254183255878e-02,2.997592819450515478e+00,-5.387732207596924137e-04
7.752026219929904552e-03,2.999007187958535603e+00,-1.873584594063652624e-03
1.138593823895808245e-02,2.998195980560773855e+00,1.011632023226221666e-03
-1.274534587875396884e-02,2.998707462290772341e+00,4.036030537279557779e-04
-1.941040206252525602e-02,3.001049499411688970e+00,-1.537437152524563080e-03
-8.213789096292478220e+00,8.001466753817474853e+00,1.998973699011107996e+00
-5.569902829981727699e+00,4.469048689784657746e+00,1.177594789381860130e+00
-2.208295408051566877e+00,3.372489182325228096e+00,8.849931330147623454e-01
-1.213247481795313831e+00,2.850024903092149842e+00,7.359357077715468209e-01
-8.040564872667350649e-01,2.567154874336385451e+00,6.423436366556997124e-01
-5.715784313319480781e-01,2.394232563362620247e+00,5.751244103181998302e-01
-4.342936144092695017e-01,2.284242771971491948e+00,5.280279503893100523e-01
-3.600065632256779224e-01,2.232221349893451112e+00,4.882656874363458521e-01
-3.042044188760573142e-01,2.203544248122641935e+00,4.560266377441745123e-01
-2.656906326097829840e-01,2.186004993091164028e+00,4.274248036611344448e-01
-2.306365973753767840e-01,2.190283841411298393e+00,4.028885112222179155e-01
-2.018527161383001367e-01,2.184914045898552093e+00,3.812974841860590769e-01
-2.049439588007608837e-01,2.207527018005150499e+00,3.625179679945578215e-01
-1.962471936547576234e-01,2.208338866352310248e+00,3.403086924259068335e-01
-1.834013040680930740e-01,2.242468608007582631e+00,3.232685292636063856e-01
-1.797578726896302825e-01,2.261666264654063951e+00,3.036284316122881410e-01
-1.895761401420616998e-01,2.306578096016478785e+00,2.873169547256804179e-01
-1.517284902996882678e-01,2.330774312009483928e+00,2.657132035838757900e-01
-1.361648427628157076e-01,2.361429979628581144e+00,2.569712566657427200e-01
-1.744824935009074984e-01,2.391119061562410941e+00,2.384802350313126873e-01
-1.312520547681423899e-01,2.442984768691304875e+00,2.220747579655611981e-01
-1.445075913734745754e-01,2.447234253864851272e+00,2.122298240776842593e-01
-1.563782591540514577e-01,2.484424571812718252e+00,1.931732396908662497e-01
-1.274447983147464214e-01,2.524962044154571039e+00,1.809541722468739622e-01
-1.272330555054864698e-01,2.543249552866429397e+00,1.676842800279169376e-01
-1.001888257824897766e-01,2.571913896561607960e+00,1.555075611457767404e-01
-1.034635995254878926e-01,2.593606176514215544e+00,1.476465148714189990e-01
-1.068636569233977207e-01,2.626554039380739169e+00,1.348148412406791341e-01
-8.156054131872181312e-02,2.655485415550331574e+00,1.262737834867394271e-01
-1.082850548963423254e-01,2.687868807535573445e+00,1.185027329769347548e-01
-1.076717640751949090e-01,2.700717059233351591e+00,1.046167725074710342e-01
-5.909308449488620552e-02,2.716008839627370275e+00,9.696838016189580911e-02
-7.069208087418160646e-02,2.746400145018032646e+00,9.279815560849379030e-02
-8.528087543135504101e-02,2.770103929746584814e+00,8.282996398705946839e-02
-8.447738823781553164e-02,2.783097270549284907e+00,7.574198052222276545e-02
-4.871731702708387290e-02,2.803400616128248313e+00,6.593448633949641757e-02
-2.942760208244221687e-02,2.812203162116656330e+00,6.599851711680602973e-02
-6.062591920923560140e-02,2.832012846993945843e+00,6.004896592300796448e-02
-6.140557308145910831e-02,2.842486917287484260e+00,5.387333327495889140e-02
-4.363659636351555071e-02,2.850624215934621120e+00,4.776785130671613172e-02
-4.587287887919411222e-02,2.862713859536953009e+00,4.514601400225577710e-02
-4.230152553194665987e-02,2.875249016218410336e+00,3.859327553087726903e-02
-2.208926734907126765e-02,2.897271609383190061e+00,3.668570889586639239e-02
-4.561553810551663424e-02,2.902840625822593612e+00,3.417542206106303354e-02
-3.502614750193761006e-02,2.898886516921236556e+00,2.756260127476302391e-02
