dxdt,x,y
-2.617569984909771108e+00,5.512116257662929009e+00,7.250744445187164988e-01
-2.339227327313331273e+00,5.250359259171951898e+00,1.172882021747312375e+00
-2.109469631584662608e+00,5.044270792200262754e+00,1.793632601258523751e+00
-1.951681108599434111e+00,4.828465332855020442e+00,2.368592974811119856e+00
-1.440369403850148444e+00,4.653934570480376287e+00,2.676407994369495391e+00
-9.321975036846303908e-01,4.540391452084990398e+00,3.146348584797509673e+00
-5.431136479850522392e-01,4.467495069743449676e+00,3.781599682955448127e+00
-2.015028437447234921e-01,4.431768722487980483e+00,4.219572419907100524e+00
-3.110571469676415290e-02,4.427194500994504622e+00,4.660726504638637913e+00
3.407421315257863625e-02,4.425547579548627652e+00,5.071486508300313112e+00
-2.453368219044662624e-01,4.434009343625020527e+00,5.501342268465410079e+00
-6.693924134885733679e-01,4.376480215167733334e+00,5.773788684743455413e+00
-8.495371226653354313e-01,4.300130860927305676e+00,6.100931326437052604e+00
-1.305606613793052873e+00,4.206572790634665715e+00,6.705254317053870317e+00
-1.521649117574099819e+00,4.039009538168696345e+00,7.141132841395013031e+00
-1.643030380556005809e+00,3.902242967119844863e+00,7.350789809825102772e+00
-1.814023932426774621e+00,3.710403462057495716e+00,7.955990036670884891e+00
-1.490598688847299513e+00,3.539438180634490116e+00,8.299875671328786453e+00
-1.306617328129899391e+00,3.412283724288034836e+00,8.505572966636810506e+00
-1.002781589234214010e+00,3.278114715008511038e+00,8.968355512862780543e+00
-5.586864153425352697e-01,3.211727406441190702e+00,9.252478333679723832e+00
-3.425590164727481124e-01,3.166377431940004428e+00,9.597195374228126852e+00
2.094095928682015995e-02,3.143215603146641168e+00,9.982108928786969315e+00
2.985723304453564708e-01,3.170565623797368282e+00,1.025395520453488096e+01
4.239478899415072277e-01,3.202930069235712551e+00,1.040653018308211131e+01
5.310490436784398582e-01,3.255355201785670172e+00,1.086393820267228527e+01
2.639679381876440800e-01,3.309139877971400079e+00,1.112551875904741472e+01
2.057363650725498871e-01,3.308148789423199343e+00,1.163915117772872776e+01
9.661572929566375478e-02,3.350287150985909790e+00,1.195523902430882934e+01
-2.776742855472207339e-01,3.327471935282332094e+00,1.231271982074840743e+01
-5.579382195099107378e-01,3.294752293876467064e+00,1.260999274277742366e+01
-8.345649387229627791e-01,3.215884291380349591e+00,1.292008092845800604e+01
-9.598466610480027583e-01,3.127839306131874331e+00,1.315289221738103365e+01
-1.228860999503462281e+00,3.023914959170749039e+00,1.346274490822358594e+01
-1.383097489663940749e+00,2.882067106231181786e+00,1.369910142312436641e+01
-1.208915057667571347e+00,2.747295461237961867e+00,1.393198756842606478e+01
-1.299201782465905453e+00,2.640284094697667339e+00,1.426454758032719994e+01
-1.262490214181401171e+00,2.487455104744780598e+00,1.451488821324966416e+01
-1.013856246373254777e+00,2.387786051861386927e+00,1.465279280531596839e+01
-9.730900968094999826e-01,2.284683855470129643e+00,1.509582465519802774e+01
-7.662205631808625128e-01,2.193168032499487552e+00,1.526798980294141472e+01
-4.008562225197938034e-01,2.131439742833956874e+00,1.559030501213439202e+01
-1.365947517478289797e-01,2.112996787995528702e+00,1.593863334003369303e+01
1.030875365425067969e-01,2.104120792484391433e+00,1.599787924732010325e+01
3.555287688290125203e-01,2.133614295304030239e+00,1.627372193424340807e+01
5.346898248218021621e-01,2.175226546250193849e+00,1.651187791827943840e+01
5.755326434146947889e-01,2.240552260268390938e+00,1.671996817545351988e+01
7.053816343246577247e-01,2.290333074933132984e+00,1.698005878807926194e+01
7.608660753149116829e-01,2.381628587133322483e+00,1.716853851125823383e+01
5.845825828629820364e-01,2.442506289996115854e+00,1.757282701360438537e+01
6.824597962623926151e-01,2.498545103705918535e+00,1.792926263636376305e+01
4.882211459859373548e-01,2.578998249248594554e+00,1.801410420019223224e+01
2.173385446586557634e-01,2.596189332903106717e+00,1.827243487947633227e+01
2.279977253894589495e-01,2.622465958180325796e+00,1.831079169289395381e+01
-1.151978768276684661e-01,2.641788877980998596e+00,1.858023387293784623e+01
